relation	sentence
Cause-Effect(e1,e2)	<e1>خواننده‌ای </e1>که سه ترانه نامزد شده را اجرا کرد ، همچنین باعث <e2>هیاهو </e2>در فرش قرمز شد .
Other	در این روش ، <e1>مفاهیم چند جمله‌ای </e1>به صورت <e2>تک کلمات </e2>در نظر گرفته می شوند .
Other	پس از اینکه <e1>قطعنامه </e1>اقتصادی توریز با مخالفت <e2>احزاب </e2>مخالف مواجه شد ، ائتلاف آغاز به کار کرد .
Product-Producer(e1,e2)	ابوالقاسم تریستی <e1>نثری </e1>است از <e2>کوزه گری </e2>ایرانی در سال ۱۳۰۱ که دستورهای مختلفی را توصیف می کند .
Entity-Origin(e1,e2)	بهترین <e1>ودکا </e1>از مالت جو و <e2>چاودار </e2> تقطیر می شود ، اما ذرت و سیب زمینی‌های ارزان تر نیز معمولا ستفاده می شوند .
Component-Whole(e1,e2)	دانش آموزان با دانشکده‌های ادبیات مقایسه‌ای ، و همچنین با استادانی از <e1>دپارتمان </e1><e2>دانشگاه </e2>همکاری می کنند تا آنها را به منافع خود برساند ، دانش آموزان در مورد موضوعات مختلفی تحقیق می کنند ، از جامعه شناسی عرفان تا هرمنوتیک عبرت انگیز ، از داستان‌های جنایی در انگلیسی و چینی و مقایسه بین سانسکریت و حماسه یونانی .
Entity-Destination(e1,e2)	من <e1>صورتحساب </e1>را به <e2>آدرس ایمیل </e2>ثبت شده در صندوق نامه ارسال کردم .
Message-Topic(e1,e2)	استراتژی بازاریابی و <e1>کمپین تبلیغاتی </e1><e2>محصولات </e2>این شرکت به بازگرداندن تصویر سنتی فریبنده قدیمی اختصاص یافته است .
Member-Collection(e2,e1)	داشتن <e1>ارتشی </e1>از <e2>لاروها </e2>که به یک درخت میوه هجوم می اورند بسیار ناخوشایند است .
Entity-Origin(e2,e1)	سرخپوستان به حدی <e2>مشروب </e2><e1>ذرت </e1>نوشیدند که آنها را مست کرد .
Other	<e1>مردان </e1>در حین حفاری برای پایه‌های پل در داخل <e2>کاسس </e2>کار می کنند .
Message-Topic(e1,e2)	<e1>اسناد </e1><e2>سیاست‌ها </e2>، روش‌ها ، آموزش‌ها و حسابرسی را مشخص می کنند .
Content-Container(e1,e2)	در این مطالعه ، تعلیق <e1>ذرات </e1>جامد در یک <e2>کشتی </e2>مجهز به یک پروانه دوتایی قدیمی را مورد بررسی قرار دادیم .
Entity-Destination(e1,e2)	یک <e1>فروکاو </e1>از طریق همان دستگاه گوارش در <e2>معده </e2>قرار گرفت .
Other	گنبد موزه ساختمان مدور از روی یک <e2>کتری </e2>آب جوش واقعی ساخته شده است و راه رفتن داخلش به <e1>بازدیدکنندگان </e1>حس بودن درون یک <e2>کتری </e2>را می دهد .
Cause-Effect(e1,e2)	<e1>شورش </e1>باعث <e2>مرگ </e2>196 نفر شده و منجر به اصلاحات عمده‌ای در سیاست اقتصادی کشور به نفع مالز‌ها شد .
Cause-Effect(e1,e2)	<e1>بیماری قلبی عروقی </e1>یکی از علل عمده <e2>مریضی </e2>و مرگ و میر در انگلستان و همچنین در کشورهای توسعه یافته و در حال توسعه است .
Other	دانشمندان <e1>مایعات </e1>را به <e2>حیوانات </e2>تزریق کردند .
Product-Producer(e2,e1)	یک گروه در حال ظهور 'پادکست' است ، که در آن <e1>کاربران </e1><e2>محتوا </e2>را برای دانلود گسترده و استفاده در mp3 player‌های قابل حمل ، تولید می کنند .
Product-Producer(e1,e2)	یک <e1>کت </e1>نظامی از تخیل بارور یک <e2>هنرمند </e2>, تجسم شد .
Content-Container(e1,e2)	<e1>سند </e1>در یک <e2>گاو صندوق </e2>در اسکاتلند یارد قفل شد و تنها در سال 2003 به پزشکی قانونی ارسال شد .
Other	<e1>پیاده‌روی </e1>در یک <e2>ورودی </e2>به جنگل میل‌مور آغاز می شود .
Other	هم در مالت و هم در جامائیکا ، این <e1>زوج </e1>با غرق شدن در فرهنگ محلی <e2>دوستان </e2>زیادی برای خود ساخته اند .
Message-Topic(e2,e1)	<e1>محرومیت </e1>در این دوره در <e2>نظرات </e2>منتشر شده در ( پشتیبان روزانه یانگستون ) بازتاب شده بود .
Content-Container(e2,e1)	<e1>جعبه </e1>حاوی سه <e2>لوله </e2>مقوایی سفت و سخت است , که هر یک درکاغذ سولفان در حال پوسیده شدن پیچیده شده اند .
Component-Whole(e2,e1)	مفاصل تمپوروماندیبولار دو <e2>مفصل </e2><e1>فک </e1>، در هر طرف چهره است .
Member-Collection(e2,e1)	هر فصل <e1>گروهی </e1>از <e2>نهنگ‌ها </e2>به تالاب‌های تولیدمثل مهاجرت می کنند .
Product-Producer(e2,e1)	<e1>پسر </e1>او ، ترنت ، برای پدرش <e2>غذایی </e2>را که آن روز در مدرسه پخته شده بود ، درست کرد .
Component-Whole(e2,e1)	<e1>نشست </e1>با <e2>سخنرانی خوش‌آمدگویی </e2>شهردار کوموتینی ، آقای دیمیتریوس افتتاح شد . کوتساکیس
Product-Producer(e1,e2)	ما با <e1>غذایی </e1>که به طور مفصل توسط <e2>سرآشپز </e2>همیشه فوق العادمان -LRB- ایسی -RRB- تهیه شده بود شکمی از عزا در آوردیم و سپس بازی ها گردید .
Cause-Effect(e2,e1)	با اشاره به <e1>تضاد </e1>منافع ایجاد شده توسط <e2>اتهامات </e2>اخلاقی ، نیفانگ از دفتر دادستان کل کشور خواست تا پرونده لاکراس را به دست بگیرد .
Instrument-Agency(e2,e1)	<e1>نویسنده </e1>روش <e2>اتصال </e2>ساده ذکر شده در بالا را به تمام جهان‌های قایل محاسبه به کار برد .
Other	در تعلیق کاری رمان نویس جوهانسن , کارگردان فیلم جدید مهیج ایو دونکان , ( شمارش معکوس , 2005 , وغیره ) , <e1>مجسمه ساز </e1>گروه جرم شناسی <e2>معامله </e2>خطرناکی را با فروشنده اسحله کلمبیایی انجام می دهد .
Member-Collection(e2,e1)	در <e1>خاک </e1>معبد کوچک قدیمی وجود داشت که زیر آن زمینی از <e2>روباه </e2>پیدا کردند .
Member-Collection(e2,e1)	یک <e1>زادگاه </e1>پرندگان بزرگ از <e2>اگرتز </e2>، هرونز ، ایبیس و آنهینگا در امتداد لبه‌ی دریاچه در طرف شرق پارک قرار دارد .
Cause-Effect(e2,e1)	<e1>فشار </e1>خون بالا به وسیله <e2>باریک شدن </e2>شریان‌ها به وجود می آید ، که به این معنی است که قلب باید سخت تر کار کند تا خون را پمپاژ کند .
Cause-Effect(e2,e1)	خرس‌های قطبی و کرگدن‌ها به صفوف گونه‌های در معرض <e1>انقراض </e1>از <e2>تغییرات آب و هوایی </e2>، شکار غیرقانونی و دیگر خطرات ایجاد شده توسط انسان‌ها پیوسته اند .
Other	از آنجا که این مواد مصنوعی قوی و بدون کرک با الیاف جذب کوچک هستند ، <e1>میکرو فیبر </e1>به <e2>طی </e2>اجازه می دهد تا آب کافی را بدون چکیدن در خود نگه دارد .
Member-Collection(e2,e1)	داده‌ها شواهدی قوی را نشان می دهند که شهاب سنگ غیر معمول ناشی از <e1>بارش </e1><e2>شهابی </e2>طولانی مدت پس از تخریب یک سیارک است .
Other	در اینجا ، <e1>ساحل </e1>شامل <e2>مناطق پستی </e2>می شود که رودخانه‌های کوچکی از دشت‌های دارای دریاچه واقع در نیمه غربی جزیره به آنها منتهی می شوند .
Product-Producer(e2,e1)	در نزدیکی استوا در آمریکای جنوبی ، <e1>درخت کاکائو </e1>، <e2>دانه‌های کاکائو </e2>، منبع کل شکلات را تولید می کنند .
Entity-Destination(e1,e2)	آنها <e1>جرایم </e1>جدی را به <e2>انجمن‌های </e2>سعادتمند سابق منتقل کرده اند .
Entity-Destination(e1,e2)	من <e1>حباب‌ها </e1>را به <e2>لوله‌های </e2>شیشه‌ای بردم .
Cause-Effect(e2,e1)	در شایع ترین نوع چنین حمله‌ای که سکته ایسکمیک نامیده می شود ، <e1>انسداد </e1>از یک <e2>لخته </e2>خون در یکی از عروق خونی مغزی ایجاد می شود .
Cause-Effect(e1,e2)	<e1>انفجار </e1>رآکتور باعث یک سری از <e2>واکنش‌ها </e2>شد که تمام برج‌های شبکه را نابود کرد .
Other	استانداردهای دیگر می توانند برای <e1>محصولات </e1>تحت پوشش این <e2>سند </e2>مورد استفاده قرارگیرد .
Other	این <e1>شهروندان </e1>در <e2>پلیدی </e2>غرق شده اند .
Other	اسپارکی آندرسون در حال <e1>بهبود </e1>از <e2>خستگی </e2>است و می تواند در عرض یک هفته به مدیریت ببرهای دیترویت بازگردد .
Message-Topic(e2,e1)	او در یک <e2>نامه </e2>به ویراستار , تصویری را از <e1>عصر </e1>خانواده‌ای معمولی از طبقه متوسط ​​ فرستاد .
Component-Whole(e2,e1)	این <e1>سایت </e1><e2>اخبار </e2>جامع و شایعاتی در مورد بزرگترین صابون‌های بریتانیا ارائه میدهد .
Entity-Destination(e1,e2)	این نوازندگان <e1>احساسات </e1>را به <e2>قرن حاضر </e2>منتقل کرده اند .
Member-Collection(e2,e1)	دزدان دریایی سومالی به سادگی منطقه فعالیت خود را برای دوری از <e2>کشتی‌های </e2>دریایی <e1>ناوگان </e1>بین المللی در منطقه ، تغییر می دادند .
Message-Topic(e1,e2)	در سال 2006 ، اتحادیه بین المللی نجوم رسما <e1>میزان وضوحی </e1>را برای تشخیص <e2>سیارات </e2>در منظومه شمسی اتخاذ کرد .
Component-Whole(e1,e2)	آنها یادداشتی را در پشت در و <e1>دریچهی </e1><e2>توالت </e2>گذاشتند .
Content-Container(e1,e2)	<e1>تمبری </e1>در داخل <e2>جعبه </e2>به منظور بسته بندی مجدد وجود داشت .
Cause-Effect(e1,e2)	این <e1>تخریب </e1>استاندارد طلا توسط دولت بود که موجب <e2>سقوط </e2>بی سابقه‌ای در اقتصاد جهانی شد .
Member-Collection(e2,e1)	علیرغم اینکه از هواداران 1860 مونیخ بود ، در سال 1959 به بازی برای <e1>تیم </e1>جوانان <e2>رقبای </e2>خود در بایرن مونیخ پایان داد .
Entity-Origin(e2,e1)	تکه‌های کوچکی از هلو در کیک پنیر یافت می شود و علاوه بر این تکه‌ای ضخیم از <e2>ژله </e2><e1>هلو </e1>در میان کیک پنیر پوشیده می شود .
Component-Whole(e1,e2)	<e1>طبقه </e1>همکف <e2>کلبه </e2>واقع در کنار رودخانه در جادهی سیرکولار ، کنگ ، بین مکانهای واقعی مورد استفاده برای فیلمبرداری ، به عنوان یک کپی دقیق کاتیج وایت - اُ - مورنین طراحی شده است .
Member-Collection(e2,e1)	پس فردای آن روز ، او خود را درون یک لانه‌ی زنبور سرخ قرار داد ، یا آنچه که اسکاتلندی <e1>کندوی </e1><e2>زنبورها </e2>می نامد .
Instrument-Agency(e2,e1)	<e1>شنوندگان </e1>WBAI را از طریق اینترنت دریافت می کنند ( به عنوان جریان ) ، با استفاده از یکی از <e2>فرمت‌های </e2>مختلف صوتی زیر .
Message-Topic(e1,e2)	در <e1>بخش </e1>دوم ، نویسندگان <e2>عواملی </e2>که ظاهرا ربطی به نژاد ندارند اما با این وجود به نابرابری نژادی کمک می کنند را موشکافی می کنند .
Other	<e1>مردم </e1><e2>دانه‌ها </e2>را برداشت می کنند ، آنها را له می کنند و به چوب‌های ضخیم از خمیر خشک و سفت می ریزند و پس از آن در منطقه ذخیره و یا صادر شوند .
Entity-Origin(e2,e1)	<e2>شراب </e2><e1>اقطی </e1>دارای طعم منحصر به فرد است که با گذشت زمان تغییر قابل ملاحظه‌ای می‌کند .
Other	<e1>نقل قول </e1>برای نشان دادن <e2>کلمات </e2>سخنران یا نویسنده دیگر استفاده می شود .
Product-Producer(e1,e2)	این یک <e1>رمان </e1>قدرتمند است ، به خوبی و واضح نوشته شده توسط یک <e2>ناظر </e2>با تجربه و دلسوز .
Instrument-Agency(e2,e1)	سه <e1>نفر </e1>از آنها با یک <e2>جت </e2>خصوصی به میامی رفتند و چهارمین مسافر با پاسپورت جعلی به هندوراس سفر کرد .
Product-Producer(e1,e2)	در سال‌های ۱۵۹۴ و ۱۶۰۸ او یک <e1>اطلس </e1>منتشر کرد که توسط <e2>نقشه نگاری </e2>به نام متیاس کواد تهیه شده بود .
Message-Topic(e2,e1)	<e1>خشونت </e1>در استان آسِه اندونزی در <e2>مذاکرات </e2>جاکارتا بین رئیس جمهور وحید و نخست وزیر مالزی ، مهاتیر محمد ، مورد بحث قرار گرفته است .
Instrument-Agency(e1,e2)	این <e1>نرم افزار </e1>به <e2>کاربر راه دور </e2>اجازه می دهد تا IP تلفن خود را با سایر شبکه‌های تلفنی عمومی -LRB-PSTN -RRB-مرتبط کند .
Entity-Origin(e1,e2)	بیشتر <e1>بخاری </e1>که در هوا قرار دارد از سطح <e2>اقیانوس‌ها </e2>تبخیر می‌شود .
Instrument-Agency(e2,e1)	جعفری ، فرانسوی ، کومجیان و دو <e1>عضو </e1>دیگر این گروه را با <e2>طناب </e2>مقایسه کردند .
Entity-Destination(e1,e2)	<e1>محصولات </e1>برند‌های عمومی به <e2>موسسات خیریه </e2>اهدا شدند .
Component-Whole(e2,e1)	این <e1>مکانیسم </e1>اکستنسور عمدتا از جنین‌های چهارگوشه‌ای ( راکتو فموریس ، پاسخ لاترالیس ، پاسخ اینترمیدیوس ، رسپاندیس مدیالیس ) ، تاندون چهارگانه ، <e2>پاتلا </e2>و تاندون پاتلا است .
Entity-Origin(e1,e2)	<e1>کد‌های بایت </e1>که از یک <e2>ساختار </e2>کنترل غیر بهینه کامپایل شده اند ، توسط روش فرضیه زیر در مجموعه نشان داده شده است .
Other	<e1>طرح‌های </e1>جدید برای یک <e2>مزرعه </e2>بادی دیگر در شمال دوان با حداکثر چهار توربین طرح ریزی می شوند .
Other	<e1>پیاده </e1>روی در <e2>ارتفاع </e2>5600 متری شروع می شود و به طور پیوسته به بالای 6850 متری می رسد که مشرف به کاون و کاجهای درخت عرعر است .
Component-Whole(e1,e2)	در حال حاضر ، گوش شما هرگز نمی تواند فرار کند ، زیرا این گل میخ زنجیر برنجی به یک زنجیر متصل به یک کاف متصل است که به <e1>مارپیچ </e1><e2>گوش </e2>اشاره می‌شود .
Entity-Origin(e2,e1)	<e2>شخص محترم </e2><e1>مملکت </e1>, در هتل دماینس , رو سن-اونوره ، در نزدیکی پلاس وندوم اقامت دارد , یک روز صبح ملاقاتی با نماینده محرمانه وزارتخانه داشت ، که متخصص « پایان دادن به » کسب و کار بود .
Cause-Effect(e2,e1)	اختلالات خورشیدی مانند شعله‌ها ، برجستگی‌ها و لکه‌های خورشیدی میزان <e1>تابش </e1><e2>خورشید </e2>را افزایش می دهند .
Cause-Effect(e2,e1)	<e1>انقلاب </e1>اول با رشد استفاده از خواندن و <e2>نوشتن </e2>به وجود آمد .
Other	این یک ویلای لوکس خانوادگی است با بالکن هایی به همراه نوازش نسیم که در آنها <e1>صدای </e1>دریا <e2>قطعه موسیقی </e2>شبانهی با احساسی را تولید می کند .
Cause-Effect(e2,e1)	<e1>برخورد فیزیکی </e1>هنگام <e2>عصبانیت </e2>کاملا اشتباه است
Entity-Destination(e1,e2)	ونزوئلا یک <e1>سفیر </e1>را به <e2>مرز </e2>فلسطین فرستاد .
Content-Container(e1,e2)	امروز من آنجا بودم و <e1>توپی </e1>خریدم که با یک تن از چیزهایی که در بالای آن گذاشته بود در یک <e2>سطل </e2>قرار داشت .
Component-Whole(e2,e1)	این <e1>کیت </e1>دارای یک <e2>سوئیچ </e2>خاموش-روشن برای چرخش و اصلاح کلیپر است .
Cause-Effect(e2,e1)	علیرغم مشکلات مرتبط با غربالگری ، بسیاری از این <e1>سرطان‌ها </e1>به علت <e2>قرار گرفتن در معرض اشعه </e2>در مدت کوتاهی پس از حادثه رخ داد .
Other	<e1>پوسته </e1>بیرونی از <e2>آلومینیوم </e2>آبکاری شده ساخته می شود .
Cause-Effect(e1,e2)	آمتراک انتظار دارد ازدحامی یک ساعته متداول پس <e1>حادثه‌ای </e1>مرگبار در نزدیکی بالتیمور موجب <e2>تاخیر </e2>در امتداد کریدور شمال شرقی شود .
Cause-Effect(e2,e1)	در رابطه با <e1>فاجعه </e1>ناشی از <e2>باران‌های </e2>روزهای اخیر در سیرا و نواحی ساحلی چیاپاس .
Message-Topic(e2,e1)	<e1>نتایج </e1>تیم الشباب عربستان در فصل 2007-2008 در این <e2>مقاله </e2>نشان داده شده است .
Component-Whole(e1,e2)	در مقابل ، <e1>روتور‌های </e1><e2>کمپرسور </e2>پیچ و چند تای دیگر در جهت مخالف چرخش می کنند .
Content-Container(e1,e2)	<e1>دفتر خاطرات </e1>در <e2>جعبه‌ای </e2>از وسائل بود که پس از مرگ مادرش ، توسط ناپدری اش به او و همسرش داده شده بود ، که هرگز آنها را مرتب نکردند اما آن را در گاراژ نگهداری کردند .
Other	<e1>راهبه </e1>نقشه خود را با <e2>بوسه‌ای </e2>که باعث شرمنده شدن فاحشه میشود ، عملی میکند .
Entity-Destination(e1,e2)	<e1>هزینه‌های بیش از </e1>حد غیر قانونی از <e2>مشتری‌ها </e2>گرفته می شد .
Message-Topic(e2,e1)	این <e1>طرح </e1>در <e2>سخنرانی </e2>روز چهارشنبه توسط ,ولیعهد عبدالله سعودی به تصویب رسید .
Message-Topic(e1,e2)	این یک موضوع بحث برانگیز است که <e1>مباحثات </e1>شدیدی در له و علیه این <e2>عمل </e2>بر می انگیزد .
Product-Producer(e1,e2)	<e1>انسولین </e1>یک هورموني است كه به طور طبیعی توسط <e2>پانکراس </e2>تولید می شود .
Instrument-Agency(e2,e1)	هنگامی که <e1>عکاس </e1>با <e2>فیلتر </e2>عکس گرفته است ، تصاویر به نظر صاف و با یک درخشندگی خیره کننده که تمام تصویر را پوشش می دهد ، می رسند .
Entity-Origin(e1,e2)	از سوی دیگر ، <e1>عرق جو سیاه </e1>از یک <e2>مشروب </e2>غلیظ خالص بدست می آید و سپس با سرو کوهی و افزودنی‌های دیگر مخلوط می شود .
Component-Whole(e2,e1)	یک <e1>دكل حفاري </e1>بزرگ ، ترکیبی از <e2>سیستم تریپولین </e2>با یک سیستم طناب الاستيكي است .
Cause-Effect(e2,e1)	<e1>انسداد </e1>شکمی ناشی از <e2>کرم‌ها </e2>در مقایسه با تورم ناشی از ترس ناشی از عادت تقریبا نامتقارن بود .
Member-Collection(e2,e1)	جین کارلی یک بار دیگر یک تقویم سرگرم کننده با <e1>بازیگرانی </e1>از <e2>موش خرماهای </e2>تحسین برانگیز خلق کرده .
Entity-Destination(e1,e2)	<e1>آب </e1>از طریق لوله‌های اتصال به <e2>مخزن </e2>دوم تخلیه آب منتقل شد .
Component-Whole(e2,e1)	در حدود دو ماه بعد ، <e1>تمساح </e1>کودک شروع به باز کردن تخم با یک <e2>ضربه </e2>تیز به وسیله انتهای بینی خود که به دندان تخم معروف است٬ می‌کند .
Other	این <e1>هواپیما </e1>یک <e2>خلبان </e2>و یک کمک <e2>خلبان </e2> را درکنار هم در یک چارچوب قراردارد .
Other	در مراسم افتتاحیه خود در ماه نوامبر ، او یک شروع تازه پس از انتخابات خدشه دار شده توسط تقلب و خشونت را سوگند خورد ، اما بسیاری را با ارائه یک <e1>کابینه </e1>از <e2>نام‌های </e2>آشنا نا امید کرد .
Other	<e1>والدین </e1>او ناخواسته درگیر <e2>کلاهبرداری </e2>بیمه عمر او شدند ‌ .
Entity-Destination(e1,e2)	این کتاب <e1>خوانندگان </e1>را به <e2>دوران باستان </e2>منتقل کرده است .
Instrument-Agency(e1,e2)	در مقابل ، <e1>ربات </e1>اجازه می دهد تا <e2>اپراتور </e2>فقط سهام خام را در صف قرار دهد و برود , بعد از بازگشت قطعات تکمیل شده در صف تخلیه قرار دهد .
Member-Collection(e1,e2)	مدیرعامل عضوی از یک <e2>شرکت </e2>- فرد حکم ران - و راهنمای <e1>اصلی </e1>شرکت است .
Product-Producer(e2,e1)	یک <e1>مرکز </e1>تحصیلی ارشد ارتش ایالات متحده آمریکا <e2>برنامه‌ای </e2>برای اجرای یک توافقنامه صلح اسراییلی و فلسطینی را فراهم کرده است که نیاز به حدود 20،000 نیروی مسلح دارد .
Entity-Origin(e2,e1)	<e1>مغز چوب </e1>درخت سیاه منبع سرشار <e2>هماتوکسیلین </e2>قرمز است .
Component-Whole(e2,e1)	<e1>دام مهلکی </e1>که پولر بر روی آن قدم گذاشت از یک <e2>خمپاره هاویتزر </e2>ساخته شده بود .
Product-Producer(e1,e2)	هنگامی که گوانگ یانگ در یک <e2>کارخانه </e2><e1>نساجی </e1>در زادگاهش در پکن کار می کرد ، برای گذراندن زمان آواز می خواند .
Other	ما این را به خودمان مدیونیم که تفاله ها را از <e1>تفاله </e1>هایی که دارای <e2>خصوصیات </e2>کمتر ناخوشایندی هستند جدا کنیم .
Instrument-Agency(e2,e1)	<e1>معلم </e1>در اواسط بعد از ظهر کلمات واژگان را با <e2>گچ </e2>زرد روی یک تخته سبز می نویسد .
Other	بازیکنان بیسبال چپ هند <e2>مزیت‌های </e2>مهم تری در <e1>جایگاه </e1>اول دارند .
Content-Container(e1,e2)	یک <e1>گربه </e1>تنبل به نام مینی در یک <e2>سطل ذغال </e2>در کنار اجاق گاز می خوابد .
Entity-Origin(e1,e2)	<e1>خونریزی </e1>معمولا از یک <e2>شریان </e2>در ناحیه پشتی بینی ناشی می شود .
Other	آنها به حداکثر <e1>انعطاف </e1>پذیری ممکن در یک <e2>سبد </e2>سفالی برای دریافت تعدادی موارد مختلف از ظروف دست سفالی دست یافتند .
Message-Topic(e2,e1)	<e1>سالهای اولیه </e1>اوتیسم موضوع این <e2>بحث </e2>است .
Cause-Effect(e1,e2)	<e1>زلزله </e1>باعث به وجود آمدن <e2>بهمن </e2>بزرگی در شیب شمالی کوه هواسکار شد .
Cause-Effect(e2,e1)	در یک چرخش شاعرانه ، <e1>تسونامی </e1>که توسط <e2>گروه </e2>راک راه‌انداخته شد٬ بسیاری از خوانندگان سبک جاز و بلوز آمریکایی را وادار به یافتن کار در بریتانیا کرد که در آن اندرسون پذیرای تماشاگران در سال ۱۹۶۵ بود .
Other	او سرمته‌ای متناسب با <e1>پیچ </e1>را در <e2>گیره مته </e2>می گذارد .
Product-Producer(e1,e2)	در اینجا <e1>کار </e1>دیگری از قلم یک <e2>نویسنده </e2>مطرح آمریکایی است .
Product-Producer(e2,e1)	<e1>هنرمند </e1>این <e2>تصویر </e2>را زمانی که دانش آموز درجه چهارم در شهر آیوا سیتی بود ، کشید .
Cause-Effect(e2,e1)	<e1>فعال سازی </e1>شیمیایی آنها با <e2>نور </e2>( هالوژن ، پلاسما ، لیزر و غیره ) موجب افزایش کارایی آنها با کاهش زمان پرتوگيري و كاهش تعداد انتصابات مي شود .
Member-Collection(e2,e1)	و گزینه سوم ، <e1>همکاری </e1><e2>مصرف‌کنندگان </e2>آب تحت قانون تعاونی فیلیپین تحت RA 6938 است،پس از کمک به ایجاد عدالت در شرکت ، مصرف کنندگان تبدیل به سهامداران می شوند ، با داشتن حق رای .
Entity-Destination(e1,e2)	او یک <e1>پسر </e1>سالم را به این <e2>خانواده </e2>تحویل داد .
Component-Whole(e2,e1)	این <e1>کابین </e1>دارای 3 <e2>اتاق خواب </e2>زیبا و تزئین شده بود ؛ هر کدام در یک سطح دارای تخت‌های چوبی سفارسی و حمام جداگانه بود .
Content-Container(e1,e2)	<e1>چمدان </e1>سبز در داخل <e2>چمدان </e2>برنزه بزرگتری قرار داشت , که شامل مجموعه‌ای از مهره‌های تسبیح بچه گانه ، یک تصویر مذهبی ، تصویری از یک دختر 5 ساله و یک کارت که با متن ستایش‌های تولد بود .
Product-Producer(e1,e2)	<e1>تپه‌ها </e1>در چمن توسط <e2>کرم‌های خاکی </e2>که در عمق چند اینچی چمن در حال کار هستند , به وجود می آیند .
Entity-Destination(e1,e2)	<e1>سیم پیچ‌ها </e1>به صورت شعاعی داخل <e2>شکاف‌های </e2>باز استاتور گذاشته شدند .
Entity-Origin(e2,e1)	این وحشتناک است که شما <e2>ودکا </e2><e1>سیب زمینی </e1>را امتحان کردید .
Other	<e1>کارآگاهان </e1>به یک <e2>مورد </e2>مرموز کشیده شده اند .
Entity-Destination(e1,e2)	اتحادیه اروپا یک <e1>میلیون </e1>را به نسل بعدی بعدی <e2>تلفن همراه </e2>اختصاص می دهد .
Other	<e1>کارشناسان </e1>گفتند که ایجاد چنین <e2>امکاناتی </e2>به ارتقاء موقعیت شهر به عنوان یکی از اصلی ترین مقاصد گردشگری شرق کوبا ، کمک می کند .
Entity-Origin(e1,e2)	یک حکم بازداشت بدون اطلاع قبلی با فرجه زمانی کوتاه صادر شد ، که بر اساس آن <e1>مستأجر </e1>باید <e2>خانه </e2>خود را تخلیه می کرد و آپارتمان محل زندگی او باید پلمب می شد .
Message-Topic(e2,e1)	<e1>حوادث </e1>سفرهای او به توالی از <e2>کتاب‌ها </e2>مربوط می‌شد .
Other	در اینجا ، ما تغییرات به وجود آمده در هتروزیگوسیته را در طول زمان در یک موفلون ساحلی ، <e1>جمعیتی </e1>که در سال 1957 توسط دو <e2>نفر </e2>ایجاد شد ، تحلیل کردیم .
Entity-Destination(e1,e2)	ما <e1>میگو‌های </e1>یخ زده را در <e2>سازنده ذرت بو داده </e2>قرار دادیم و کراکر‌های میگو به دست آوردیم .
Member-Collection(e2,e1)	تا همین اواخر تا زمانی که <e1>درختستان </e1>کوچکی از <e2>درختان </e2>گینگو در یک دره دور افتاده در چین یافت شد ، تفکر این بود .
Member-Collection(e1,e2)	قدرت اجرایی در نخست وزیر خلاصه می شود ، <e1>رهبر </e1><e2>حزب سیاسی </e2>که اکثریت مجلس را اداره می کند .
Instrument-Agency(e1,e2)	این کتاب در مورد چگونگی استفاده از <e1>بمب </e1>در <e2>دیپلماسی </e2>است .
Product-Producer(e1,e2)	یک فرد معقول و منطقی کتابی را که با <e2>فکری </e2>غیر منطقی نوشته داده شده است می‌خواند و <e1>کتاب </e1>را دوست ندارد .
Member-Collection(e2,e1)	ساحل خالی بود ، به جز <e1>گروهی </e1>از <e2>سهره </e2>های زرد که آنجا بودند .
Entity-Origin(e2,e1)	رووان بری وین روشی دیرینه قدیمی برای <e2>شرابی </e2>بر پایه <e1>میوه </e1>بر اساس انواع توت‌ها است .
Product-Producer(e1,e2)	این نمونه از <e1>پرتره‌های </e1>متمایزِ ساخته شده توسط متخصصان و <e2>افراد مبتدی </e2>در اواخر قرن 19 است .
Product-Producer(e2,e1)	<e1>مهندسین </e1>به صورت دستی <e2>قطعات </e2>را در زمینه پوشش‌های کاربردی اسپری ، اتمام و سایر فرآیندهایی که از نظر اقتصادی یا عملی نمی توانند توسط ماشین انجام شوند ، تولید می کنند .
Other	<e1>محدودیت‌های </e1>زمانی در بسیاری <e2>ازدفاتر </e2>در سطح فدارال و ایالت متحده اعمال می شود
Product-Producer(e1,e2)	<e1>نوآوری </e1>خانه شیرینی زنجفیلی توسط <e2>دانشجویان </e2>هنر آشپزی وِیک تِک در هتل آمستد کری به حراج گذاشته شد .
Entity-Destination(e1,e2)	<e1>پاسخ‌ها </e1>به همه <e2>گروه‌ها </e2>ارسال می شود .
Instrument-Agency(e2,e1)	<e1>شهروند </e1>این سرقت را از طریق <e2>پنجره </e2>فروشگاه مشاهده کرد و توسط چپلین مورد حمله قرار گرفت .
Product-Producer(e2,e1)	مانند دیگر عنکبوت‌ها ، <e1>رطیل </e1>یک <e2>تار </e2>ابریشمی ، نه برای به دام انداختن طعمه ایجاد می کند .
Content-Container(e1,e2)	ماهی گیر‌های محلی قسمتی از <e1>صیدشان </e1>را روی زغال‌های داخل یک <e2>سطل زغال </e2>گرم کردند و پختند .
Cause-Effect(e2,e1)	بوسلوگ و همکارانش بیش از ده سال پیش شهرت پیدا کرده بودند با انجام پیش بینی دقیق که <e1>آتشی </e1>که ناشی از <e2>تقاطع </e2>دنباله دار شومیکر-لووی 9 با مشتری است از زمین قابل مشاهده است .
